name;stereotype;number;description;inferred_stereotype
Projeto da Ocupação da FD;kind;81;A project for the occupation of the right-of-way.;kind
Proline;subkind;76;A non-essential amino acid.;subkind
Promoter;phase;47;A customer who actively recommends a business or its products/services to others.;role
Proof;kind;51;Evidence or argument establishing or helping to establish a fact or the truth of a statement.;kind
Proof of Fleet;kind;71;Documentation or evidence demonstrating the existence and capabilities of a fleet.;kind
Proof of Fleet in General Proposal;role;71;Documentation proving the existence and capabilities of a fleet, submitted with a general proposal.;roleMixin
ProperSense;subkind;123;The literal or primary meaning of a term.;subkind
ProperSuppositon;subkind;123;When a term stands for a specific, individual entity.;subkind
Property;kind;14;A quality, attribute, or characteristic of something.;quality
PropertyState;quality;92;The state of a property.;kind
PropertyValue;quality;92;The value of a specific property.;kind
Proposal;relator;71;A plan or suggestion put forward for consideration.;kind
Proposition;kind;123;A statement or assertion that expresses a judgment or opinion.;kind
Proposta de Desapropriação;mode;81;;None
Proprietário de Veículo;roleMixin;81;;None
Prospect;phase;47;A potential customer who is being considered for sales or marketing outreach.;role
Protected Subject;roleMixin;0;An entity that is protected or safeguarded from harm.;roleMixin
Protection;kind;7;A game mechanic or action that mitigates or prevents negative effects, often associated with defense or risk management.;kind
Protection Event;event;0;An event that provides protection or safeguards against harm or loss.;event
Protection Trigger;situation;0;An event or condition that initiates or triggers protection measures.;situation
Protectionism;kind;7;A game strategy focused on defending one's own assets or position, often at the expense of expansion or aggression.;kind
Protein;kind;76;Large biomolecules essential for many biological functions.;kind
Protocol;kind;13;A set of established rules or procedures that govern the format and transmission of data between systems.;kind
PrototypicalApplePathogenSignPhotograph;role;115;A photograph representing the typical visual signs of a specific apple pathogen.;kind
PrototypicalAppleSymptomsPhotograph;role;115;A photograph that represents the typical symptoms of an apple disease.;kind
Provedor de Serviço;mixin;81;A service provider.;role
Provenance;kind;37;The origin or source of something, often referring to a product or material's history, production process, and chain of custody.;kind
Provenance Metadata;subkind;13;Data that describes the origin, history, and transformations of a dataset.;kind
Provenance Metadata Item Attribute;subkind;13;;None
ProvenanceEvaluation;nonPerceivableQuality;6;The assessment or determination of the origin and authenticity of something, often to establish its value or reliability.;quality
Provide Service;relator;19;The act of providing a service.;relator
Provider;kind;37;An entity that supplies goods or services.;role
Providência Adotada;mode;81;;None
Provimento de Serviço;relator;81;;None
Psychological Consequence;subkind;63;;None
Psychological Preferred Bearer;roleMixin;61;A Value Bearer that is preferred based on subjective feelings, emotions, and personal beliefs.;roleMixin
Psychological Value;quality;61;Value that is derived from subjective experiences, emotions, and personal beliefs.;quality
Psychological Value Ascription (PVA);mode;61;The process of assigning value to something based on personal feelings, emotions, and subjective experiences.;subkind
Psychological Value Component;quality;61;A specific aspect or factor that contributes to the psychological assessment of value.;relator
PsychologicalConstitution;mode;28;The makeup of mental and emotional qualities.;subkind
Psychology;subkind;51;The scientific study of the human mind and its functions, especially those affecting behavior in a given context.;kind
Public Asset;relator;70;A resource or property owned or controlled by the government and accessible to the public.;kind
Public Auction;relator;71;An auction that is open to the public.;subkind
Public Cloud;category;19;A type of cloud computing in which services and infrastructure are offered to the general public over the internet.;subkind
Public Domain Work;phaseMixin;124;A creative work that is not protected by copyright and is freely available for use.;subkind
Public Hearing;relator;71;A formal meeting where the public can express their views on a proposed action.;event
Public Interaction;subkind;55;An interaction or engagement that is visible to the general public.;subkind
Public Media Object;category;74;;None
Public Resource;category;55;A resource that is accessible to the general public.;subkind
Public Traded Company;role;26;A company that has issued securities that are traded on a stock exchange.;subkind
PublicAdmnistrativeUnit;subkind;25;A unit or agency that is part of the public administration, responsible for carrying out government functions.;subkind
PublicCompany;phase;25;A company whose shares are traded freely on a stock exchange.;subkind
PublicEntity;category;25;A general term for any entity that is part of the public sector.;subkind
PublicLocation;subkind;118;A location that is open to the public.;subkind
PublicOrganization;category;25;An organization that is owned or controlled by the government.;subkind
Publicador;roleMixin;102;An entity responsible for publishing and distributing scientific works.;role
Publication;relator;29;The act of making something generally known.;event
Publication Context;roleMixin;71;The circumstances or setting in which something is published.;situation
Publication of the Criminal Law;event;74;;None
Publicação de Obra Científica;relator;102;The act of making a scientific work available to the public, through printing, online publishing, etc.;event
Publicity;roleMixin;120;The degree to which information about a system is readily available and accessible to stakeholders.;quality
Published;phase;122;A state indicating that something has been made available to the public.;phaseMixin
Published Call for Tender;role;71;A call for tender that has been made public.;roleMixin
Published Object;roleMixin;71;An object that has been made public.;roleMixin
Publisher;role;44;A person or company that prepares and issues books, journals, music, or other works for sale.;role
Publishment;relator;44;The action of making a work generally known.;event
Pupa;mixin;118;A stage in the life cycle of some insects.;subkind
Pupil;phase;8;A person who is being taught, especially a child at school.;role
Purchase;relator;37;The act of buying goods or services.;relator
Purchase Tender;subkind;71;A tender for the purchase of goods or services.;subkind
Purchaseble VC Token;roleMixin;41;A virtual currency token that can be purchased or acquired in exchange for other assets.;subkind
Purchasing Power;mode;41;The financial ability to buy products and services.;quality
PurkinjeElectircalImpulse;phase;105;Electrical impulses generated by the Purkinje fibers in the heart.;kind
PysicalQuality;category;115;A quality of an object that is related to its physical properties.;quality
QRSComplex;subkind;105;The QRS complex in an electrocardiogram (ECG) representing ventricular depolarization.;kind
QWave;subkind;105;The Q wave in an electrocardiogram (ECG) sometimes present before the R wave in the QRS complex.;kind
QualidadeDesign;quality;3;Represents the overall quality of the video game's design.;quality
QualidadeMecânica;quality;3;Represents the overall quality of the video game's mechanics.;quality
