Community Consensus;kind;Represents an agreement or shared understanding reached by a community
Data with Restricted Access;category;Describes properties of data that has limitations on its accessibility
Identification Service;kind;It is a fundamental concept that provides the function of identifying something
Provenance Metadata;kind;Represents data about the origin, history, or derivation of other data
Data;kind;Fundamental concept representing facts, figures, and information
Data Access Protocol;subkind;A specialized type of Protocol that outlines the procedures and rules for accessing data
Rich Metadata;subkind;It is a specialized kind of Metadata enriched with additional details and context
Reusable Data;category;Describes properties of data designed or suitable for multiple uses or purposes
Community;kind;A fundamental concept representing a group of individuals or entities with shared interests
ID Registration;subkind;It is a specialized kind of Registration specifically aimed at managing and assigning IDs
Metadata Item;kind;A fundamental concept representing a single, distinct element or component within metadata
Protocol;kind;A fundamental concept representing a set of rules or procedures for communication or interaction
Data ID;subkind;Represents a specialized type of ID used for uniquely identifying data
Accessible Data;category;Describes properties of data that can be easily accessed or retrieved
Rich Provenance Metadata Item Attribute;subkind;It is a specialized kind of attribute specifically related to items within rich provenance metadata
Extrinsic Attribute Value;subkind;It is a specialized kind of Attribute Value that is not inherent, coming from external factors or assignments
Explained Attribute Key;category;It describes the properties of an attribute key that has an explanation or definition associated with it
